Call  | Code | PC      | Cyc   | SP      | regA | regB | regC | regD | regE | regH | regL |flgZ|flgS|flgP|flgC|flgAC|
40914 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x49 | 0x04 | 0x00 | 0x1e | 0xd4 | 0x30 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
40915 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x51 | 0x04 | 0x00 | 0x1e | 0xd4 | 0x30 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
40916 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x51 | 0x04 | 0x00 | 0x1e | 0xd4 | 0x30 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
40917 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x51 | 0x04 | 0x00 | 0x1e | 0xd5 | 0x30 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
40918 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x51 | 0x00 | 0x20 | 0x1e | 0xd5 | 0x30 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
40919 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x51 | 0x00 | 0x20 | 0x1e | 0xd5 | 0x30 | 0xbc |  0 |  0 |  0 |  0 |   0 | 
40920 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x51 | 0x04 | 0x00 | 0x1e | 0xd5 | 0x30 | 0xbc |  0 |  0 |  0 |  0 |   0 | 
40921 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x51 | 0x03 | 0x00 | 0x1e | 0xd5 | 0x30 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
40922 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x51 | 0x03 | 0x00 | 0x1e | 0xd5 | 0x30 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
40923 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x51 | 0x03 | 0x00 | 0x1e | 0xd5 | 0x30 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
40924 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x3e | 0x03 | 0x00 | 0x1e | 0xd5 | 0x30 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
40925 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x3e | 0x03 | 0x00 | 0x1e | 0xd5 | 0x30 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
40926 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x3e | 0x03 | 0x00 | 0x1e | 0xd6 | 0x30 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
40927 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x3e | 0x00 | 0x20 | 0x1e | 0xd6 | 0x30 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
40928 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x3e | 0x00 | 0x20 | 0x1e | 0xd6 | 0x30 | 0xdc |  0 |  0 |  1 |  0 |   0 | 
40929 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x3e | 0x03 | 0x00 | 0x1e | 0xd6 | 0x30 | 0xdc |  0 |  0 |  1 |  0 |   0 | 
40930 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x3e | 0x02 | 0x00 | 0x1e | 0xd6 | 0x30 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
40931 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x3e | 0x02 | 0x00 | 0x1e | 0xd6 | 0x30 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
40932 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x3e | 0x02 | 0x00 | 0x1e | 0xd6 | 0x30 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
40933 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x00 | 0x02 | 0x00 | 0x1e | 0xd6 | 0x30 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
40934 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x00 | 0x02 | 0x00 | 0x1e | 0xd6 | 0x30 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
40935 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x00 | 0x02 | 0x00 | 0x1e | 0xd7 | 0x30 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
40936 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd7 | 0x30 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
40937 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd7 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40938 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x00 | 0x02 | 0x00 | 0x1e | 0xd7 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40939 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40940 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40941 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40942 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40943 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40944 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd8 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40945 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd8 | 0x30 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
40946 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd8 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40947 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd8 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40948 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40949 | 0xc9 | 0x01446 |     0 | 0x 23f6 | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40950 | 0xd1 | 0x009c3 |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40951 | 0xc9 | 0x009c4 |     0 | 0x 23fa | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40952 | 0x7b | 0x009b1 |     0 | 0x 23fc | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40953 | 0xd5 | 0x009b2 |     0 | 0x 23fc | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40954 | 0xf5 | 0x009b3 |     0 | 0x 23fa | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40955 | 0x0f | 0x009b4 |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40956 | 0x0f | 0x009b5 |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40957 | 0x0f | 0x009b6 |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40958 | 0x0f | 0x009b7 |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40959 | 0xe6 | 0x009b8 |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40960 | 0xcd | 0x009ba |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40961 | 0xc6 | 0x009c5 |     0 | 0x 23f6 | 0x00 | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
40962 | 0xc3 | 0x009c7 |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40963 | 0x11 | 0x008ff |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x00 | 0x00 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40964 | 0xe5 | 0x00902 |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40965 | 0x26 | 0x00903 |     0 | 0x 23f4 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40966 | 0x6f | 0x00905 |     0 | 0x 23f4 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40967 | 0x29 | 0x00906 |     0 | 0x 23f4 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0x1a |  0 |  0 |  0 |  0 |   0 | 
40968 | 0x29 | 0x00907 |     0 | 0x 23f4 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0x34 |  0 |  0 |  0 |  0 |   0 | 
40969 | 0x29 | 0x00908 |     0 | 0x 23f4 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0x68 |  0 |  0 |  0 |  0 |   0 | 
40970 | 0x19 | 0x00909 |     0 | 0x 23f4 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0xd0 |  0 |  0 |  0 |  0 |   0 | 
40971 | 0xeb | 0x0090a |     0 | 0x 23f4 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x1e | 0xd0 |  0 |  0 |  0 |  0 |   0 | 
40972 | 0xe1 | 0x0090b |     0 | 0x 23f4 | 0x1a | 0x00 | 0x00 | 0x1e | 0xd0 | 0x1e | 0x00 |  0 |  0 |  0 |  0 |   0 | 
40973 | 0x06 | 0x0090c |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x1e | 0xd0 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40974 | 0xc3 | 0x00910 |     0 | 0x 23f6 | 0x1a | 0x08 | 0x00 | 0x1e | 0xd0 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40975 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x1a | 0x08 | 0x00 | 0x1e | 0xd0 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40976 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x1a | 0x08 | 0x00 | 0x1e | 0xd0 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40977 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x00 | 0x08 | 0x00 | 0x1e | 0xd0 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40978 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x00 | 0x08 | 0x00 | 0x1e | 0xd0 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40979 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x00 | 0x08 | 0x00 | 0x1e | 0xd1 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40980 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd1 | 0x31 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
40981 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd1 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40982 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x00 | 0x08 | 0x00 | 0x1e | 0xd1 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40983 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x00 | 0x07 | 0x00 | 0x1e | 0xd1 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40984 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x00 | 0x07 | 0x00 | 0x1e | 0xd1 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40985 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x00 | 0x07 | 0x00 | 0x1e | 0xd1 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40986 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x3e | 0x07 | 0x00 | 0x1e | 0xd1 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40987 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x3e | 0x07 | 0x00 | 0x1e | 0xd1 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40988 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x3e | 0x07 | 0x00 | 0x1e | 0xd2 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40989 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x3e | 0x00 | 0x20 | 0x1e | 0xd2 | 0x31 | 0x3c |  0 |  0 |  0 |  0 |   0 | 
40990 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x3e | 0x00 | 0x20 | 0x1e | 0xd2 | 0x31 | 0x5c |  0 |  0 |  0 |  0 |   0 | 
40991 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x3e | 0x07 | 0x00 | 0x1e | 0xd2 | 0x31 | 0x5c |  0 |  0 |  0 |  0 |   0 | 
40992 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x3e | 0x06 | 0x00 | 0x1e | 0xd2 | 0x31 | 0x5c |  0 |  0 |  1 |  0 |   0 | 
40993 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x3e | 0x06 | 0x00 | 0x1e | 0xd2 | 0x31 | 0x5c |  0 |  0 |  1 |  0 |   0 | 
40994 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x3e | 0x06 | 0x00 | 0x1e | 0xd2 | 0x31 | 0x5c |  0 |  0 |  1 |  0 |   0 | 
40995 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x45 | 0x06 | 0x00 | 0x1e | 0xd2 | 0x31 | 0x5c |  0 |  0 |  1 |  0 |   0 | 
40996 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x45 | 0x06 | 0x00 | 0x1e | 0xd2 | 0x31 | 0x5c |  0 |  0 |  1 |  0 |   0 | 
40997 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x45 | 0x06 | 0x00 | 0x1e | 0xd3 | 0x31 | 0x5c |  0 |  0 |  1 |  0 |   0 | 
40998 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x45 | 0x00 | 0x20 | 0x1e | 0xd3 | 0x31 | 0x5c |  0 |  0 |  1 |  0 |   0 | 
40999 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x45 | 0x00 | 0x20 | 0x1e | 0xd3 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41000 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x45 | 0x06 | 0x00 | 0x1e | 0xd3 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41001 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x45 | 0x05 | 0x00 | 0x1e | 0xd3 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41002 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x45 | 0x05 | 0x00 | 0x1e | 0xd3 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41003 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x45 | 0x05 | 0x00 | 0x1e | 0xd3 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41004 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x49 | 0x05 | 0x00 | 0x1e | 0xd3 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41005 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x49 | 0x05 | 0x00 | 0x1e | 0xd3 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41006 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x49 | 0x05 | 0x00 | 0x1e | 0xd4 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41007 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x49 | 0x00 | 0x20 | 0x1e | 0xd4 | 0x31 | 0x7c |  0 |  0 |  1 |  0 |   0 | 
41008 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x49 | 0x00 | 0x20 | 0x1e | 0xd4 | 0x31 | 0x9c |  0 |  0 |  1 |  0 |   0 | 
41009 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x49 | 0x05 | 0x00 | 0x1e | 0xd4 | 0x31 | 0x9c |  0 |  0 |  1 |  0 |   0 | 
41010 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x49 | 0x04 | 0x00 | 0x1e | 0xd4 | 0x31 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
41011 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x49 | 0x04 | 0x00 | 0x1e | 0xd4 | 0x31 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
41012 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x49 | 0x04 | 0x00 | 0x1e | 0xd4 | 0x31 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
41013 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x51 | 0x04 | 0x00 | 0x1e | 0xd4 | 0x31 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
41014 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x51 | 0x04 | 0x00 | 0x1e | 0xd4 | 0x31 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
41015 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x51 | 0x04 | 0x00 | 0x1e | 0xd5 | 0x31 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
41016 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x51 | 0x00 | 0x20 | 0x1e | 0xd5 | 0x31 | 0x9c |  0 |  0 |  0 |  0 |   0 | 
41017 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x51 | 0x00 | 0x20 | 0x1e | 0xd5 | 0x31 | 0xbc |  0 |  0 |  0 |  0 |   0 | 
41018 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x51 | 0x04 | 0x00 | 0x1e | 0xd5 | 0x31 | 0xbc |  0 |  0 |  0 |  0 |   0 | 
41019 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x51 | 0x03 | 0x00 | 0x1e | 0xd5 | 0x31 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
41020 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x51 | 0x03 | 0x00 | 0x1e | 0xd5 | 0x31 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
41021 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x51 | 0x03 | 0x00 | 0x1e | 0xd5 | 0x31 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
41022 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x3e | 0x03 | 0x00 | 0x1e | 0xd5 | 0x31 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
41023 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x3e | 0x03 | 0x00 | 0x1e | 0xd5 | 0x31 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
41024 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x3e | 0x03 | 0x00 | 0x1e | 0xd6 | 0x31 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
41025 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x3e | 0x00 | 0x20 | 0x1e | 0xd6 | 0x31 | 0xbc |  0 |  0 |  1 |  0 |   0 | 
41026 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x3e | 0x00 | 0x20 | 0x1e | 0xd6 | 0x31 | 0xdc |  0 |  0 |  1 |  0 |   0 | 
41027 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x3e | 0x03 | 0x00 | 0x1e | 0xd6 | 0x31 | 0xdc |  0 |  0 |  1 |  0 |   0 | 
41028 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x3e | 0x02 | 0x00 | 0x1e | 0xd6 | 0x31 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
41029 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x3e | 0x02 | 0x00 | 0x1e | 0xd6 | 0x31 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
41030 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x3e | 0x02 | 0x00 | 0x1e | 0xd6 | 0x31 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
41031 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x00 | 0x02 | 0x00 | 0x1e | 0xd6 | 0x31 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
41032 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x00 | 0x02 | 0x00 | 0x1e | 0xd6 | 0x31 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
41033 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x00 | 0x02 | 0x00 | 0x1e | 0xd7 | 0x31 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
41034 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd7 | 0x31 | 0xdc |  0 |  0 |  0 |  0 |   0 | 
41035 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd7 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41036 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x00 | 0x02 | 0x00 | 0x1e | 0xd7 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41037 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41038 | 0xc5 | 0x01439 |     0 | 0x 23f6 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41039 | 0x1a | 0x0143a |     0 | 0x 23f4 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41040 | 0x77 | 0x0143b |     0 | 0x 23f4 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41041 | 0x13 | 0x0143c |     0 | 0x 23f4 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd7 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41042 | 0x01 | 0x0143d |     0 | 0x 23f4 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd8 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41043 | 0x09 | 0x01440 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd8 | 0x31 | 0xfc |  0 |  0 |  0 |  0 |   0 | 
41044 | 0xc1 | 0x01441 |     0 | 0x 23f4 | 0x00 | 0x00 | 0x20 | 0x1e | 0xd8 | 0x32 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
41045 | 0x05 | 0x01442 |     0 | 0x 23f6 | 0x00 | 0x01 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
41046 | 0xc2 | 0x01443 |     0 | 0x 23f6 | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
41047 | 0xc9 | 0x01446 |     0 | 0x 23f6 | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
41048 | 0xf1 | 0x009bd |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
41049 | 0xe6 | 0x009be |     0 | 0x 23fa | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
41050 | 0xcd | 0x009c0 |     0 | 0x 23fa | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
41051 | 0xc6 | 0x009c5 |     0 | 0x 23f8 | 0x00 | 0x00 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  1 |  0 |  1 |  0 |   0 | 
41052 | 0xc3 | 0x009c7 |     0 | 0x 23f8 | 0x1a | 0x00 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
41053 | 0x11 | 0x008ff |     0 | 0x 23f8 | 0x1a | 0x00 | 0x00 | 0x1e | 0xd8 | 0x32 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
41054 | 0xe5 | 0x00902 |     0 | 0x 23f8 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x32 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
41055 | 0x26 | 0x00903 |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x32 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
41056 | 0x6f | 0x00905 |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0x1c |  0 |  0 |  0 |  0 |   0 | 
41057 | 0x29 | 0x00906 |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0x1a |  0 |  0 |  0 |  0 |   0 | 
41058 | 0x29 | 0x00907 |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0x34 |  0 |  0 |  0 |  0 |   0 | 
41059 | 0x29 | 0x00908 |     0 | 0x 23f6 | 0x1a | 0x00 | 0x00 | 0x1e | 0x00 | 0x00 | 0x68 |  0 |  0 |  0 |  0 |   0 | 
