Call  | Code | PC      | Cyc   | SP      | regA | regB | regC | regD | regE | regH | regL |flgZ|flgS|flgP|flgC|flgAC|
42684 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42685 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42686 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42687 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42688 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42689 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42690 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42691 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42692 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42693 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42694 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42695 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42696 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42697 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42698 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42699 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42700 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42701 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42702 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42703 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42704 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42705 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42706 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42707 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42708 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42709 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42710 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42711 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42712 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42713 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42714 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42715 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42716 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42717 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42718 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42719 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42720 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42721 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42722 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42723 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42724 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42725 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42726 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42727 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42728 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42729 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42730 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42731 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42732 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42733 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42734 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42735 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42736 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42737 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42738 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42739 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42740 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42741 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42742 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42743 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42744 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42745 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42746 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42747 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42748 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42749 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42750 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42751 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42752 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42753 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42754 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42755 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42756 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42757 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42758 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42759 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42760 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42761 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42762 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42763 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42764 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42765 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42766 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42767 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42768 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42769 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42770 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42771 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42772 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42773 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42774 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42775 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42776 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42777 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42778 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42779 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42780 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42781 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42782 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42783 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42784 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42785 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42786 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42787 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42788 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42789 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42790 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42791 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42792 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42793 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42794 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42795 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42796 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42797 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42798 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42799 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42800 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42801 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42802 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42803 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42804 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42805 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42806 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42807 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42808 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42809 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42810 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42811 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42812 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42813 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42814 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42815 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42816 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42817 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42818 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42819 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42820 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42821 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42822 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42823 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42824 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42825 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42826 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42827 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42828 | 0xa7 | 0x00add |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42829 | 0xc2 | 0x00ade |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
42830 | 0x3a | 0x00ada |     0 | 0x 23fe | 0x40 | 0x00 | 0x00 | 0x1f | 0xb0 | 0x3e | 0x01 |  0 |  0 |  0 |  0 |   0 | 
